Geo_FIPS,Geo_NAME,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_CHARITER,Geo_CIFSN,Geo_LOGRECNO,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUNTYCC,Geo_COUNTYSC,Geo_COUSUB,Geo_COUSUBCC,Geo_COUSUBSC,Geo_PLACE,Geo_PLACECC,Geo_PLACESC,Geo_TRACT,Geo_BLKGRP,Geo_BLOCK,Geo_IUC,Geo_CONCIT,Geo_CONCITCC,Geo_CONCITSC,Geo_AIANHH,Geo_AIANHHFP,Geo_AIANHHCC,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_AITSCC,Geo_TTRACT,Geo_TBLKGRP,Geo_ANRC,Geo_ANRCCC,Geo_CBSA,Geo_CBSASC,Geo_METDIV,Geo_CSA,Geo_NECTA,Geo_NECTASC,Geo_NECTADIV,Geo_CNECTA,Geo_CBSAPCI,Geo_NECTAPCI,Geo_UA,Geo_UASC,Geo_UATYPE,Geo_UR,Geo_CD,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_VTDI,Geo_RESERVE2,Geo_ZCTA5,Geo_SUBMCD,Geo_SUBMCDCC,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_AREALAND,Geo_AREAWATR,Geo_FUNCSTAT,Geo_GCUNI,Geo_POP100,Geo_HU100,Geo_INTPTLAT,Geo_INTPTLON,Geo_LSADC,Geo_PARTFLAG,Geo_RESERVE3,Geo_UGA,Geo_STATENS,Geo_COUNTYNS,Geo_COUSUBNS,Geo_PLACENS,Geo_CONCITNS,Geo_AIANHHNS,Geo_AITSNS,Geo_ANRCNS,Geo_SUBMCDNS,Geo_CD113,Geo_CD114,Geo_CD115,Geo_SLDU2,Geo_SLDU3,Geo_SLDU4,Geo_SLDL2,Geo_SLDL3,Geo_SLDL4,Geo_AIANHHSC,Geo_CSASC,Geo_CNECTASC,Geo_MEMI,Geo_NMEMI,Geo_PUMA,Geo_RESERVED,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008
"170010001001","Block Group 1","Block Group 1, Census Tract 1, Adams County, Illinois","SF1ST","IL","150","00","000","46","4219","2","3","17","001","H1","17",,,,,,,"000100","1",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"7924738","16904","S",,"1168","466","+39.9540864","-091.3541131","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1168,1106,19,2,12,0,10,19
"170010001002","Block Group 2","Block Group 2, Census Tract 1, Adams County, Illinois","SF1ST","IL","150","00","000","46","4220","2","3","17","001","H1","17",,,,,,,"000100","2",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"972110","0","S",,"756","345","+39.9445853","-091.3628882","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,756,703,10,3,13,0,12,15
"170010001003","Block Group 3","Block Group 3, Census Tract 1, Adams County, Illinois","SF1ST","IL","150","00","000","46","4221","2","3","17","001","H1","17",,,,,,,"000100","3",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"920608","0","S",,"948","497","+39.9451960","-091.3726445","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,948,898,14,2,8,1,2,23
"170010001004","Block Group 4","Block Group 4, Census Tract 1, Adams County, Illinois","SF1ST","IL","150","00","000","46","4222","2","3","17","001","H1","17",,,,,,,"000100","4",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"826516","0","S",,"899","455","+39.9375717","-091.3685320","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,899,867,15,0,2,0,0,15
"170010001005","Block Group 5","Block Group 5, Census Tract 1, Adams County, Illinois","SF1ST","IL","150","00","000","46","4223","2","3","17","001","H1","17",,,,,,,"000100","5",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"2293213","5138","S",,"856","459","+39.9417351","-091.3414040","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,856,838,4,0,10,0,0,4
"170010002011","Block Group 1","Block Group 1, Census Tract 2.01, Adams County, Illinois","SF1ST","IL","150","00","000","46","4225","2","3","17","001","H1","17",,,,,,,"000201","1",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"2649827","0","S",,"1059","495","+39.9577092","-091.3869104","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1059,999,24,1,8,0,0,27
"170010002012","Block Group 2","Block Group 2, Census Tract 2.01, Adams County, Illinois","SF1ST","IL","150","00","000","46","4226","2","3","17","001","H1","17",,,,,,,"000201","2",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"556517","0","S",,"927","422","+39.9485280","-091.3856466","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,927,883,29,1,1,1,3,9
"170010002021","Block Group 1","Block Group 1, Census Tract 2.02, Adams County, Illinois","SF1ST","IL","150","00","000","46","4228","2","3","17","001","H1","17",,,,,,,"000202","1",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"441717","0","S",,"1185","297","+39.9391728","-091.3823768","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1185,1040,104,2,4,1,7,27
"170010002022","Block Group 2","Block Group 2, Census Tract 2.02, Adams County, Illinois","SF1ST","IL","150","00","000","46","4229","2","3","17","001","H1","17",,,,,,,"000202","2",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"767929","0","S",,"1220","567","+39.9441907","-091.3856570","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1220,1094,87,4,5,0,14,16
"170010002023","Block Group 3","Block Group 3, Census Tract 2.02, Adams County, Illinois","SF1ST","IL","150","00","000","46","4230","2","3","17","001","H1","17",,,,,,,"000202","3",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"305311","0","S",,"594","262","+39.9392721","-091.3903947","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,594,554,24,3,5,0,0,8
"170010004001","Block Group 1","Block Group 1, Census Tract 4, Adams County, Illinois","SF1ST","IL","150","00","000","46","4232","2","3","17","001","H1","17",,,,,,,"000400","1",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"2195253","87252","S",,"960","452","+39.9573668","-091.4091716","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,960,803,112,2,2,0,5,36
"170010004002","Block Group 2","Block Group 2, Census Tract 4, Adams County, Illinois","SF1ST","IL","150","00","000","46","4233","2","3","17","001","H1","17",,,,,,,"000400","2",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"647229","0","S",,"1473","652","+39.9465817","-091.4081635","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1473,1227,159,0,9,0,7,71
"170010004003","Block Group 3","Block Group 3, Census Tract 4, Adams County, Illinois","SF1ST","IL","150","00","000","46","4234","2","3","17","001","H1","17",,,,,,,"000400","3",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"893792","128156","S",,"1329","640","+39.9400766","-091.4108026","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1329,971,286,7,0,0,3,62
"170010004004","Block Group 4","Block Group 4, Census Tract 4, Adams County, Illinois","SF1ST","IL","150","00","000","46","4235","2","3","17","001","H1","17",,,,,,,"000400","4",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"721324","3145","S",,"560","49","+39.9529852","-091.4047528","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,560,526,25,0,2,0,0,7
"170010005001","Block Group 1","Block Group 1, Census Tract 5, Adams County, Illinois","SF1ST","IL","150","00","000","46","4237","2","3","17","001","H1","17",,,,,,,"000500","1",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"684645","0","S",,"1264","556","+39.9467318","-091.3985398","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1264,1091,120,1,3,1,1,47
"170010005002","Block Group 2","Block Group 2, Census Tract 5, Adams County, Illinois","SF1ST","IL","150","00","000","46","4238","2","3","17","001","H1","17",,,,,,,"000500","2",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"577901","0","S",,"1073","444","+39.9398501","-091.3985482","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1073,781,260,4,3,0,2,23
"170010006001","Block Group 1","Block Group 1, Census Tract 6, Adams County, Illinois","SF1ST","IL","150","00","000","46","4240","2","3","17","001","H1","17",,,,,,,"000600","1",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"854270","0","S",,"889","388","+39.9307420","-091.3727199","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,889,839,39,0,5,0,2,4
"170010006002","Block Group 2","Block Group 2, Census Tract 6, Adams County, Illinois","SF1ST","IL","150","00","000","46","4241","2","3","17","001","H1","17",,,,,,,"000600","2",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"442903","0","S",,"775","355","+39.9342532","-091.3823707","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,775,719,22,4,18,1,0,11
"170010006003","Block Group 3","Block Group 3, Census Tract 6, Adams County, Illinois","SF1ST","IL","150","00","000","46","4242","2","3","17","001","H1","17",,,,,,,"000600","3",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"448882","0","S",,"747","462","+39.9343379","-091.3918396","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,747,642,52,1,12,0,4,36
"170010006004","Block Group 4","Block Group 4, Census Tract 6, Adams County, Illinois","SF1ST","IL","150","00","000","46","4243","2","3","17","001","H1","17",,,,,,,"000600","4",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"486405","0","S",,"658","288","+39.9291094","-091.3917506","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,658,629,8,0,4,0,6,11
"170010006005","Block Group 5","Block Group 5, Census Tract 6, Adams County, Illinois","SF1ST","IL","150","00","000","46","4244","2","3","17","001","H1","17",,,,,,,"000600","5",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"498129","0","S",,"649","296","+39.9290210","-091.3823067","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,649,627,7,0,7,0,0,8
"170010007001","Block Group 1","Block Group 1, Census Tract 7, Adams County, Illinois","SF1ST","IL","150","00","000","46","4246","2","3","17","001","H1","17",,,,,,,"000700","1",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"475090","0","S",,"517","350","+39.9329904","-091.3999579","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,517,435,57,0,7,0,5,13
"170010007002","Block Group 2","Block Group 2, Census Tract 7, Adams County, Illinois","SF1ST","IL","150","00","000","46","4247","2","3","17","001","H1","17",,,,,,,"000700","2",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"880816","238024","S",,"964","667","+39.9326168","-091.4108846","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,964,843,96,5,2,0,2,16
"170010008001","Block Group 1","Block Group 1, Census Tract 8, Adams County, Illinois","SF1ST","IL","150","00","000","46","4249","2","3","17","001","H1","17",,,,,,,"000800","1",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"406965","0","S",,"996","519","+39.9251944","-091.4058823","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,996,886,41,9,3,1,4,52
"170010008002","Block Group 2","Block Group 2, Census Tract 8, Adams County, Illinois","SF1ST","IL","150","00","000","46","4250","2","3","17","001","H1","17",,,,,,,"000800","2",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"1594059","970500","S",,"773","287","+39.9183102","-091.4137424","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,773,613,73,7,3,0,17,60
"170010008003","Block Group 3","Block Group 3, Census Tract 8, Adams County, Illinois","SF1ST","IL","150","00","000","46","4251","2","3","17","001","H1","17",,,,,,,"000800","3",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"366216","0","S",,"942","412","+39.9174209","-091.4058983","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,942,818,70,2,5,0,3,44
"170010009001","Block Group 1","Block Group 1, Census Tract 9, Adams County, Illinois","SF1ST","IL","150","00","000","46","4253","2","3","17","001","H1","17",,,,,,,"000900","1",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"539372","0","S",,"1154","643","+39.9251486","-091.3998601","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1154,1030,62,2,10,0,9,41
"170010009002","Block Group 2","Block Group 2, Census Tract 9, Adams County, Illinois","SF1ST","IL","150","00","000","46","4254","2","3","17","001","H1","17",,,,,,,"000900","2",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"1258558","0","S",,"1419","655","+39.9113962","-091.3995452","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1419,1351,40,3,4,0,4,17
"170010010011","Block Group 1","Block Group 1, Census Tract 10.01, Adams County, Illinois","SF1ST","IL","150","00","000","46","4256","2","3","17","001","H1","17",,,,,,,"001001","1",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"602836","0","S",,"1201","524","+39.9229010","-091.3822757","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1201,1167,12,1,0,3,0,18
"170010010012","Block Group 2","Block Group 2, Census Tract 10.01, Adams County, Illinois","SF1ST","IL","150","00","000","46","4257","2","3","17","001","H1","17",,,,,,,"001001","2",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"487950","0","S",,"1235","546","+39.9236564","-091.3917219","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1235,1159,34,2,15,0,6,19
"170010010013","Block Group 3","Block Group 3, Census Tract 10.01, Adams County, Illinois","SF1ST","IL","150","00","000","46","4258","2","3","17","001","H1","17",,,,,,,"001001","3",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"538857","0","S",,"955","445","+39.9165510","-091.3822892","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,955,915,12,0,5,0,5,18
"170010010021","Block Group 1","Block Group 1, Census Tract 10.02, Adams County, Illinois","SF1ST","IL","150","00","000","46","4260","2","3","17","001","H1","17",,,,,,,"001002","1",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"651217","0","S",,"1079","460","+39.9172760","-091.3917144","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1079,1030,30,1,4,0,3,11
"170010010022","Block Group 2","Block Group 2, Census Tract 10.02, Adams County, Illinois","SF1ST","IL","150","00","000","46","4261","2","3","17","001","H1","17",,,,,,,"001002","2",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"2425488","0","S",,"2144","940","+39.9066104","-091.3865365","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,2144,2077,31,0,7,0,5,24
"170010011001","Block Group 1","Block Group 1, Census Tract 11, Adams County, Illinois","SF1ST","IL","150","00","000","46","4263","2","3","17","001","H1","17",,,,,,,"001100","1",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"1691436","0","S",,"921","497","+39.9304292","-091.3488137","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,921,858,16,0,18,0,14,15
"170010011002","Block Group 2","Block Group 2, Census Tract 11, Adams County, Illinois","SF1ST","IL","150","00","000","46","4264","2","3","17","001","H1","17",,,,,,,"001100","2",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"3113045","0","S",,"2629","1198","+39.9226842","-091.3667111","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,2629,2399,109,0,67,0,14,40
"170010011003","Block Group 3","Block Group 3, Census Tract 11, Adams County, Illinois","SF1ST","IL","150","00","000","46","4265","2","3","17","001","H1","17",,,,,,,"001100","3",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"5542580","0","S",,"2115","934","+39.9049866","-091.3592209","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,2115,2002,47,2,39,1,7,17
"170010011004","Block Group 4","Block Group 4, Census Tract 11, Adams County, Illinois","SF1ST","IL","150","00","000","46","4266","2","3","17","001","H1","17",,,,,,,"001100","4",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"2493444","0","S",,"1592","674","+39.9187864","-091.3491094","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1592,1523,16,0,45,0,2,6
"170010101001","Block Group 1","Block Group 1, Census Tract 101, Adams County, Illinois","SF1ST","IL","150","00","000","46","4268","2","3","17","001","H1","17",,,,,,,"010100","1",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"15315804","0","S",,"1012","418","+40.0898323","-091.2886099","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1012,1004,1,0,1,0,2,4
"170010101002","Block Group 2","Block Group 2, Census Tract 101, Adams County, Illinois","SF1ST","IL","150","00","000","46","4269","2","3","17","001","H1","17",,,,,,,"010100","2",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"231160789","1427505","S",,"1240","544","+40.1418153","-091.2544881","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1240,1225,8,0,0,1,0,6
"170010101003","Block Group 3","Block Group 3, Census Tract 101, Adams County, Illinois","SF1ST","IL","150","00","000","46","4270","2","3","17","001","H1","17",,,,,,,"010100","3",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"208438376","16104438","S",,"1120","526","+40.1140413","-091.4364945","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1120,1108,1,1,2,0,3,5
"170010101004","Block Group 4","Block Group 4, Census Tract 101, Adams County, Illinois","SF1ST","IL","150","00","000","46","4271","2","3","17","001","H1","17",,,,,,,"010100","4",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"119714669","109152","S",,"1079","441","+40.0393760","-091.2405771","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1079,1067,1,1,1,0,0,9
"170010102001","Block Group 1","Block Group 1, Census Tract 102, Adams County, Illinois","SF1ST","IL","150","00","000","46","4273","2","3","17","001","H1","17",,,,,,,"010200","1",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"174406988","45349","S",,"732","360","+40.1132236","-090.9803660","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,732,726,0,0,1,0,0,5
"170010102002","Block Group 2","Block Group 2, Census Tract 102, Adams County, Illinois","SF1ST","IL","150","00","000","46","4274","2","3","17","001","H1","17",,,,,,,"010200","2",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"169738361","195452","S",,"908","373","+40.1149367","-091.1021379","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,908,891,3,3,2,0,0,9
"170010102003","Block Group 3","Block Group 3, Census Tract 102, Adams County, Illinois","SF1ST","IL","150","00","000","46","4275","2","3","17","001","H1","17",,,,,,,"010200","3",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"27301994","14724","S",,"1301","565","+40.0468340","-091.0578296","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1301,1277,2,4,2,0,2,14
"170010102004","Block Group 4","Block Group 4, Census Tract 102, Adams County, Illinois","SF1ST","IL","150","00","000","46","4276","2","3","17","001","H1","17",,,,,,,"010200","4",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"16083784","21442","S",,"779","362","+40.0293879","-090.9544009","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,779,767,4,1,1,0,0,6
"170010103001","Block Group 1","Block Group 1, Census Tract 103, Adams County, Illinois","SF1ST","IL","150","00","000","46","4278","2","3","17","001","H1","17",,,,,,,"010300","1",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"274464733","802330","S",,"806","392","+39.8917093","-090.9776438","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,806,787,1,2,0,0,12,4
"170010103002","Block Group 2","Block Group 2, Census Tract 103, Adams County, Illinois","SF1ST","IL","150","00","000","46","4279","2","3","17","001","H1","17",,,,,,,"010300","2",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"139388373","234949","S",,"1075","432","+39.9558820","-091.0887491","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1075,1067,1,3,1,0,1,2
"170010103003","Block Group 3","Block Group 3, Census Tract 103, Adams County, Illinois","SF1ST","IL","150","00","000","46","4280","2","3","17","001","H1","17",,,,,,,"010300","3",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"107742385","48146","S",,"948","388","+39.8864204","-091.2090985","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,948,944,1,0,0,0,0,3
"170010103004","Block Group 4","Block Group 4, Census Tract 103, Adams County, Illinois","SF1ST","IL","150","00","000","46","4281","2","3","17","001","H1","17",,,,,,,"010300","4",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"58821983","51734","S",,"902","380","+39.8659839","-091.0794362","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,902,888,5,3,0,0,0,6
"170010103005","Block Group 5","Block Group 5, Census Tract 103, Adams County, Illinois","SF1ST","IL","150","00","000","46","4282","2","3","17","001","H1","17",,,,,,,"010300","5",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"174696176","202793","S",,"1049","440","+39.7934230","-091.1338248","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1049,1034,1,0,1,1,4,8
"170010103006","Block Group 6","Block Group 6, Census Tract 103, Adams County, Illinois","SF1ST","IL","150","00","000","46","4283","2","3","17","001","H1","17",,,,,,,"010300","6",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"16933395","0","S",,"1110","449","+39.8201253","-091.2368498","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1110,1101,1,1,1,0,3,3
"170010104001","Block Group 1","Block Group 1, Census Tract 104, Adams County, Illinois","SF1ST","IL","150","00","000","46","4285","2","3","17","001","H1","17",,,,,,,"010400","1",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"23602696","18369","S",,"1536","586","+39.9622815","-091.3251157","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1536,1492,3,4,12,0,6,19
"170010104002","Block Group 2","Block Group 2, Census Tract 104, Adams County, Illinois","SF1ST","IL","150","00","000","46","4286","2","3","17","001","H1","17",,,,,,,"010400","2",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"61061628","66889","S",,"925","362","+39.9827329","-091.3049390","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,925,900,11,0,1,0,1,12
"170010104003","Block Group 3","Block Group 3, Census Tract 104, Adams County, Illinois","SF1ST","IL","150","00","000","46","4287","2","3","17","001","H1","17",,,,,,,"010400","3",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"92162150","174243","S",,"1092","458","+39.9787802","-091.1942346","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1092,1077,5,1,1,0,1,7
"170010105001","Block Group 1","Block Group 1, Census Tract 105, Adams County, Illinois","SF1ST","IL","150","00","000","46","4289","2","3","17","001","H1","17",,,,,,,"010500","1",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"8526619","19718","S",,"2276","1019","+39.9792380","-091.3879822","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,2276,2185,46,3,10,0,9,23
"170010105002","Block Group 2","Block Group 2, Census Tract 105, Adams County, Illinois","SF1ST","IL","150","00","000","46","4290","2","3","17","001","H1","17",,,,,,,"010500","2",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"40065020","10783298","S",,"713","316","+39.9863314","-091.4279788","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,713,694,2,0,7,0,0,10
"170010106001","Block Group 1","Block Group 1, Census Tract 106, Adams County, Illinois","SF1ST","IL","150","00","000","46","4292","2","3","17","001","H1","17",,,,,,,"010600","1",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"18389672","0","S",,"1760","704","+39.9098768","-091.3229537","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,1760,1675,33,8,15,0,11,18
"170010106002","Block Group 2","Block Group 2, Census Tract 106, Adams County, Illinois","SF1ST","IL","150","00","000","46","4293","2","3","17","001","H1","17",,,,,,,"010600","2",,,,,,,,,,,,,,,,,"39500","17","99999","999",,,,,,,,,,,,,,,,,,,,,,,"19560843","2937699","S",,"620","335","+39.8763449","-091.4206271","BG",,,,"01779784","00424202",,,,,,,,,,,,,,,,,,"00",,"2",,,,620,572,25,4,2,0,2,15
